longitude,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_n,room_type_n
-73.88561,1.0,6.0,1.0,89.0,81.0,0.0
-74.07624,1.0,21.0,2.0,363.0,93.0,0.0
-73.97334,3.0,26.0,1.0,219.0,16.0,1.0
-74.00188,4.0,13.0,1.0,6.0,96.0,1.0
-74.01735,4.0,2.0,1.0,0.0,79.0,0.0
-73.98474,3.0,35.0,1.0,207.0,8.0,1.0
-74.00259,4.0,2.0,1.0,148.0,52.0,1.0
-73.98673,5.0,28.0,1.0,0.0,1.0,1.0
-73.92336,98.0,0.0,1.0,0.0,56.0,1.0
-74.00007,3.0,5.0,1.0,199.0,14.0,1.0
-73.96395,180.0,0.0,1.0,310.0,12.0,1.0
-73.98784,2.0,78.0,1.0,169.0,19.0,1.0
-73.88065,2.0,2.0,1.0,0.0,81.0,1.0
-73.97429,2.0,73.0,3.0,257.0,29.0,0.0
-73.94808,21.0,15.0,5.0,331.0,15.0,0.0
-73.85839,1.0,14.0,1.0,286.0,87.0,0.0
-73.92711,5.0,6.0,9.0,323.0,18.0,0.0
-73.93738,14.0,0.0,1.0,0.0,12.0,0.0
-73.88905,3.0,56.0,8.0,305.0,70.0,0.0
-73.93125,2.0,46.0,1.0,300.0,54.0,1.0
-73.93586,7.0,1.0,1.0,0.0,6.0,0.0
-73.95341,28.0,2.0,4.0,365.0,2.0,0.0
-73.9534,1.0,56.0,2.0,173.0,28.0,2.0
-73.96292,29.0,17.0,1.0,0.0,12.0,0.0
-73.93602,1.0,16.0,2.0,169.0,21.0,0.0
-73.95937,1.0,0.0,1.0,0.0,15.0,0.0
-73.91678,2.0,260.0,1.0,254.0,56.0,1.0
-73.93844,2.0,18.0,1.0,326.0,30.0,0.0
-73.92099,8.0,0.0,1.0,0.0,21.0,0.0
-73.93208,3.0,117.0,1.0,242.0,6.0,1.0
-73.9656,30.0,0.0,1.0,365.0,12.0,1.0
-73.98327,3.0,3.0,4.0,157.0,19.0,0.0
-73.98127,7.0,11.0,1.0,98.0,38.0,0.0
-73.98293,7.0,9.0,1.0,0.0,19.0,1.0
-73.95566,4.0,7.0,1.0,5.0,12.0,1.0
-73.94974,3.0,16.0,1.0,129.0,73.0,1.0
-73.99609,1.0,164.0,1.0,340.0,79.0,1.0
-73.94889,5.0,14.0,1.0,16.0,2.0,1.0
-73.98185,2.0,2.0,1.0,45.0,26.0,0.0
-73.90534,2.0,30.0,2.0,242.0,31.0,0.0
-73.7764,3.0,0.0,1.0,363.0,184.0,0.0
-73.98861,3.0,0.0,1.0,0.0,19.0,1.0
-73.98984,3.0,1.0,1.0,0.0,23.0,1.0
-73.99951,4.0,0.0,1.0,0.0,14.0,1.0
-73.96979,2.0,28.0,6.0,68.0,22.0,0.0
-73.90034,1.0,0.0,1.0,165.0,44.0,0.0
-73.79179,2.0,0.0,2.0,19.0,155.0,1.0
-73.94612,90.0,2.0,1.0,264.0,12.0,0.0
-73.93665,1.0,107.0,3.0,80.0,6.0,1.0
-73.987,14.0,6.0,28.0,201.0,23.0,2.0
-73.96403,3.0,18.0,2.0,234.0,12.0,0.0
-73.98726,1.0,0.0,1.0,0.0,23.0,0.0
-73.95164,2.0,8.0,1.0,0.0,28.0,1.0
-73.86077,1.0,7.0,1.0,2.0,87.0,1.0
-73.94405,5.0,5.0,1.0,8.0,15.0,1.0
-73.94295,2.0,40.0,1.0,1.0,12.0,0.0
-73.92553,1.0,3.0,2.0,269.0,6.0,1.0
-73.95608,2.0,14.0,1.0,16.0,15.0,1.0
-73.99705,2.0,10.0,1.0,0.0,64.0,0.0
-73.74421,1.0,17.0,3.0,354.0,61.0,0.0
-73.93666,2.0,3.0,2.0,0.0,25.0,0.0
-73.99511,31.0,4.0,1.0,165.0,14.0,1.0
-73.94903,60.0,5.0,13.0,155.0,28.0,1.0
-73.98311,3.0,2.0,1.0,0.0,16.0,1.0
-73.92944,1.0,2.0,1.0,0.0,21.0,0.0
-73.92223,1.0,0.0,1.0,0.0,21.0,0.0
-74.00255,1.0,7.0,3.0,84.0,79.0,0.0
-73.99245,7.0,31.0,3.0,11.0,7.0,1.0
-73.96107,30.0,0.0,32.0,342.0,8.0,0.0
-73.95081,5.0,1.0,1.0,290.0,15.0,1.0
-73.99813,3.0,14.0,1.0,199.0,33.0,1.0
-73.76785,1.0,48.0,3.0,180.0,85.0,0.0
-73.95138,1.0,5.0,1.0,0.0,54.0,0.0
-73.9701,2.0,1.0,1.0,0.0,29.0,1.0
-73.97593,1.0,2.0,1.0,0.0,19.0,0.0
-73.88285,2.0,5.0,3.0,365.0,84.0,0.0
-73.98746,1.0,3.0,3.0,365.0,7.0,1.0
-73.93851,13.0,51.0,1.0,26.0,4.0,0.0
-73.92827,2.0,17.0,2.0,0.0,54.0,1.0
-73.9435,7.0,6.0,1.0,62.0,20.0,0.0
-73.94434,2.0,0.0,1.0,0.0,12.0,1.0
-73.91733,2.0,167.0,2.0,162.0,15.0,0.0
-73.93753,2.0,89.0,2.0,4.0,6.0,0.0
-73.96833,2.0,1.0,1.0,0.0,12.0,0.0
-73.9933,3.0,1.0,1.0,0.0,50.0,0.0
-73.99606,10.0,2.0,1.0,0.0,7.0,1.0
-73.98504,30.0,0.0,232.0,311.0,71.0,1.0
-73.99678,1.0,19.0,30.0,156.0,7.0,0.0
-73.98456,2.0,4.0,1.0,0.0,68.0,1.0
-73.94749,1.0,0.0,1.0,180.0,4.0,0.0
-73.96553,1.0,5.0,1.0,17.0,12.0,0.0
-73.9528,2.0,42.0,1.0,115.0,2.0,1.0
-74.0196,3.0,7.0,1.0,0.0,90.0,1.0
-73.91504,3.0,14.0,1.0,0.0,21.0,1.0
-73.95591,1.0,1.0,1.0,0.0,12.0,0.0
-73.88828,3.0,29.0,13.0,90.0,70.0,0.0
-73.9447,2.0,3.0,1.0,0.0,15.0,1.0
-73.94638,3.0,20.0,1.0,157.0,28.0,1.0
-73.98876,30.0,0.0,1.0,0.0,34.0,0.0
-73.94559,1.0,2.0,1.0,132.0,35.0,1.0
-73.87285,29.0,2.0,5.0,1.0,81.0,0.0
-73.97991,1.0,8.0,2.0,0.0,19.0,0.0
-73.8678,3.0,14.0,2.0,0.0,129.0,0.0
-73.94204,1.0,25.0,3.0,141.0,6.0,0.0
-73.96358,1.0,144.0,2.0,0.0,29.0,0.0
-73.96115,4.0,9.0,1.0,132.0,8.0,1.0
-74.00955,1.0,0.0,1.0,0.0,11.0,1.0
-73.9672,3.0,0.0,1.0,38.0,22.0,0.0
-73.9733,2.0,23.0,13.0,268.0,1.0,1.0
-73.92096,1.0,8.0,1.0,76.0,21.0,0.0
-73.995,2.0,15.0,1.0,90.0,60.0,1.0
-73.94316,1.0,0.0,1.0,0.0,4.0,0.0
-73.97065,30.0,136.0,1.0,120.0,1.0,1.0
-73.97564,30.0,0.0,25.0,337.0,13.0,0.0
-73.95725,2.0,27.0,1.0,136.0,24.0,0.0
-73.99835,2.0,6.0,1.0,225.0,14.0,1.0
-73.99218,2.0,2.0,2.0,0.0,48.0,1.0
-73.94587,30.0,9.0,1.0,4.0,28.0,1.0
-73.92286,2.0,2.0,1.0,0.0,21.0,0.0
-73.93891,2.0,2.0,1.0,0.0,2.0,1.0
-73.9982,1.0,6.0,1.0,0.0,14.0,1.0
-73.94195,2.0,3.0,2.0,0.0,12.0,1.0
-73.98486,2.0,57.0,1.0,25.0,34.0,1.0
-73.891,1.0,1.0,2.0,334.0,70.0,0.0
-73.96183,1.0,0.0,1.0,0.0,28.0,0.0
-73.91135,1.0,13.0,17.0,89.0,6.0,2.0
-73.97252,2.0,31.0,1.0,58.0,0.0,1.0
-74.01051,1.0,1.0,1.0,0.0,11.0,1.0
-73.95628,1.0,0.0,1.0,0.0,20.0,0.0
-73.98762,1.0,58.0,2.0,0.0,1.0,0.0
-73.93693,30.0,0.0,1.0,0.0,6.0,0.0
-73.92663,2.0,81.0,1.0,64.0,15.0,0.0
-73.9539,2.0,8.0,2.0,241.0,28.0,0.0
-73.9547,4.0,8.0,1.0,0.0,22.0,1.0
-73.97229,10.0,1.0,1.0,189.0,13.0,1.0
-73.94042,3.0,84.0,1.0,205.0,2.0,0.0
-73.98531,5.0,18.0,1.0,0.0,16.0,1.0
-73.94532,30.0,0.0,5.0,324.0,28.0,1.0
-73.91847,3.0,0.0,3.0,275.0,21.0,0.0
-73.94245,1.0,0.0,3.0,364.0,6.0,0.0
-73.99091,4.0,7.0,1.0,0.0,9.0,0.0
-73.97114,3.0,37.0,2.0,140.0,13.0,1.0
-73.90506,2.0,37.0,1.0,67.0,100.0,0.0
-73.95606,6.0,5.0,1.0,192.0,2.0,1.0
-73.9544,3.0,1.0,1.0,0.0,6.0,1.0
-73.939,7.0,3.0,1.0,6.0,20.0,1.0
-73.93833,7.0,0.0,1.0,0.0,2.0,1.0
-73.93805,3.0,173.0,1.0,297.0,6.0,1.0
-73.97952,2.0,4.0,1.0,0.0,8.0,0.0
-73.72962,1.0,15.0,1.0,361.0,107.0,0.0
-73.91261,10.0,1.0,2.0,0.0,21.0,0.0
-74.12393,2.0,32.0,3.0,315.0,158.0,0.0
-73.96365,3.0,1.0,1.0,5.0,28.0,1.0
-73.92878,3.0,1.0,2.0,0.0,56.0,0.0
-73.98606,3.0,124.0,3.0,347.0,8.0,0.0
-73.96227,15.0,0.0,1.0,180.0,22.0,2.0
-73.96554,4.0,0.0,1.0,0.0,12.0,0.0
-73.9422,3.0,7.0,1.0,0.0,15.0,1.0
-73.92582,4.0,26.0,1.0,238.0,18.0,0.0
-73.98344,2.0,292.0,2.0,231.0,19.0,0.0
-73.98713,2.0,10.0,1.0,6.0,23.0,1.0
-73.95447,3.0,8.0,1.0,283.0,15.0,1.0
-74.00114,1.0,7.0,1.0,185.0,52.0,1.0
-73.95154,3.0,130.0,1.0,0.0,6.0,1.0
-73.90093,2.0,5.0,1.0,0.0,126.0,1.0
-73.85568,3.0,81.0,2.0,9.0,95.0,1.0
-73.94673,3.0,12.0,1.0,112.0,20.0,1.0
-73.99763,3.0,3.0,1.0,0.0,27.0,1.0
-73.99913,1.0,87.0,1.0,42.0,79.0,0.0
-73.95216,1.0,65.0,1.0,338.0,28.0,0.0
-73.98746,12.0,1.0,2.0,164.0,19.0,1.0
-73.94063,5.0,0.0,2.0,0.0,12.0,0.0
-73.95167,1.0,9.0,1.0,0.0,6.0,1.0
-73.88315,2.0,42.0,1.0,118.0,83.0,0.0
-73.92324,4.0,4.0,1.0,0.0,21.0,0.0
-73.98163,1.0,0.0,1.0,0.0,26.0,0.0
-73.97125,2.0,2.0,12.0,365.0,1.0,0.0
-73.97765,5.0,3.0,1.0,0.0,8.0,1.0
-73.92201,1.0,3.0,1.0,0.0,56.0,1.0
-73.97556,30.0,0.0,50.0,365.0,5.0,1.0
-74.00134,5.0,0.0,1.0,29.0,14.0,1.0
-73.94242,1.0,19.0,7.0,53.0,24.0,0.0
-73.93103,3.0,8.0,1.0,0.0,21.0,0.0
-73.97097,2.0,0.0,1.0,0.0,29.0,0.0
-73.96789,60.0,0.0,2.0,210.0,3.0,0.0
-73.95082,3.0,2.0,1.0,3.0,12.0,1.0
-73.98012,7.0,2.0,1.0,0.0,26.0,1.0
-73.94712,2.0,26.0,1.0,221.0,12.0,0.0
-73.94445,1.0,3.0,1.0,311.0,6.0,0.0
-73.81146,2.0,39.0,4.0,292.0,37.0,0.0
-73.92628,1.0,2.0,1.0,0.0,56.0,1.0
-73.96246,2.0,2.0,1.0,0.0,22.0,0.0
-73.88598,62.0,0.0,1.0,0.0,83.0,2.0
-73.93057,2.0,9.0,1.0,319.0,6.0,0.0
-73.96118,1.0,8.0,2.0,75.0,8.0,0.0
-73.9569,4.0,45.0,1.0,6.0,28.0,1.0
-73.99473,7.0,0.0,1.0,125.0,64.0,0.0
-73.90845,2.0,57.0,1.0,42.0,44.0,1.0
-73.98002,2.0,5.0,2.0,338.0,26.0,1.0
-73.9961,29.0,0.0,327.0,324.0,7.0,1.0
-73.88839,3.0,8.0,2.0,80.0,70.0,0.0
-73.97482,2.0,3.0,1.0,94.0,8.0,0.0
-73.92501,1.0,78.0,9.0,311.0,56.0,0.0
-73.93947,2.0,56.0,1.0,85.0,54.0,1.0
-73.9383,2.0,10.0,6.0,249.0,6.0,0.0
-73.8791,1.0,0.0,5.0,110.0,81.0,1.0
-73.95945,2.0,15.0,2.0,273.0,12.0,1.0
-73.96457,2.0,0.0,1.0,0.0,22.0,0.0
-73.99983,2.0,19.0,1.0,0.0,11.0,1.0
-73.99965,2.0,0.0,3.0,70.0,14.0,0.0
-73.97911,2.0,9.0,1.0,0.0,16.0,1.0
-73.91151,1.0,15.0,1.0,189.0,6.0,0.0
-73.9918,1.0,4.0,2.0,165.0,23.0,0.0
-73.89352,2.0,5.0,4.0,347.0,70.0,1.0
-73.98652,30.0,18.0,39.0,340.0,7.0,1.0
-73.98812,1.0,163.0,1.0,102.0,71.0,0.0
-73.98542,1.0,11.0,1.0,8.0,113.0,1.0
-73.94627,180.0,0.0,1.0,0.0,4.0,0.0
-73.90688,2.0,14.0,1.0,0.0,49.0,1.0
-73.95285,2.0,36.0,1.0,17.0,22.0,0.0
-73.9456,30.0,4.0,6.0,299.0,6.0,1.0
-73.98306,3.0,88.0,1.0,137.0,71.0,0.0
-73.95224,1.0,5.0,1.0,0.0,28.0,0.0
-73.99467,2.0,80.0,1.0,271.0,32.0,1.0
-73.91222,4.0,36.0,1.0,0.0,6.0,0.0
-73.97665,3.0,12.0,1.0,271.0,26.0,1.0
-73.95128,3.0,2.0,1.0,0.0,2.0,1.0
-73.9956,7.0,4.0,1.0,213.0,7.0,1.0
-73.83489,1.0,20.0,5.0,343.0,192.0,0.0
-73.99893,30.0,0.0,18.0,365.0,7.0,1.0
-73.98399,2.0,50.0,3.0,234.0,7.0,0.0
-73.97093,4.0,46.0,1.0,207.0,8.0,1.0
-73.98718,1.0,47.0,3.0,364.0,50.0,0.0
-73.94352,3.0,4.0,1.0,101.0,12.0,0.0
-73.96314,1.0,1.0,2.0,24.0,22.0,0.0
-73.98593,3.0,8.0,1.0,66.0,19.0,1.0
-73.76248,2.0,0.0,1.0,81.0,152.0,1.0
-73.95489,1.0,15.0,1.0,0.0,20.0,1.0
-73.89597,1.0,0.0,2.0,29.0,44.0,0.0
-73.99887,30.0,2.0,121.0,365.0,7.0,1.0
-73.95039,1.0,10.0,1.0,365.0,25.0,0.0
-73.96156,1.0,277.0,3.0,294.0,8.0,0.0
-73.98435,30.0,0.0,1.0,52.0,8.0,1.0
-73.9877,1.0,5.0,1.0,0.0,23.0,0.0
-73.9441,2.0,2.0,1.0,0.0,2.0,1.0
-73.98658,3.0,11.0,1.0,18.0,10.0,1.0
-73.94999,5.0,5.0,1.0,0.0,2.0,1.0
-73.93947,7.0,0.0,1.0,22.0,4.0,0.0
-73.94019,6.0,3.0,1.0,0.0,25.0,0.0
-73.9845,4.0,149.0,1.0,287.0,1.0,1.0
-73.98538,1.0,7.0,2.0,0.0,10.0,0.0
-73.95449,2.0,12.0,1.0,0.0,20.0,1.0
-73.80292,1.0,11.0,2.0,280.0,198.0,1.0
-73.94848,5.0,1.0,1.0,1.0,6.0,1.0
-73.89381,30.0,0.0,1.0,179.0,126.0,0.0
-73.83307,1.0,25.0,4.0,317.0,37.0,0.0
-73.98275,2.0,41.0,1.0,242.0,26.0,0.0
-73.9676,2.0,15.0,2.0,100.0,3.0,1.0
-73.99297,2.0,3.0,1.0,0.0,23.0,1.0
-73.9394,2.0,25.0,2.0,328.0,6.0,0.0
-73.9602,2.0,7.0,1.0,9.0,24.0,1.0
-73.8429,3.0,0.0,1.0,0.0,95.0,1.0
-73.94411,5.0,0.0,2.0,163.0,2.0,1.0
-73.99914,30.0,0.0,87.0,57.0,14.0,1.0
-73.96136,30.0,0.0,49.0,365.0,28.0,1.0
-74.00433,3.0,5.0,1.0,0.0,11.0,1.0
-73.98699,35.0,0.0,1.0,0.0,23.0,1.0
-73.79286,1.0,0.0,1.0,281.0,46.0,0.0
-73.94723,3.0,8.0,9.0,50.0,28.0,0.0
-73.97942,30.0,1.0,232.0,283.0,26.0,1.0
-73.92054,30.0,10.0,1.0,0.0,21.0,0.0
-73.948,2.0,161.0,1.0,183.0,15.0,1.0
-73.94571,3.0,119.0,5.0,333.0,2.0,0.0
-73.9964,7.0,8.0,47.0,354.0,7.0,0.0
-73.91952,1.0,12.0,1.0,27.0,21.0,0.0
-73.97168,30.0,0.0,23.0,343.0,5.0,1.0
-74.00371,1.0,51.0,1.0,9.0,14.0,1.0
-73.964,15.0,0.0,1.0,87.0,28.0,1.0
-73.99498,3.0,0.0,1.0,0.0,14.0,0.0
-73.99355,3.0,1.0,1.0,0.0,32.0,1.0
-73.95865,5.0,1.0,1.0,327.0,12.0,1.0
-73.9439,1.0,52.0,1.0,347.0,4.0,2.0
-73.98935,1.0,2.0,1.0,0.0,7.0,2.0
-73.92705,1.0,1.0,1.0,0.0,21.0,1.0
-74.01134,1.0,0.0,1.0,0.0,77.0,1.0
-73.95476,2.0,1.0,1.0,90.0,2.0,0.0
-73.90227,2.0,0.0,1.0,361.0,99.0,0.0
-73.9568,1.0,2.0,1.0,0.0,15.0,0.0
-73.98479,3.0,6.0,1.0,0.0,10.0,1.0
-73.92446,2.0,0.0,2.0,97.0,21.0,0.0
-73.91887,2.0,23.0,1.0,8.0,21.0,0.0
-73.82381,2.0,1.0,2.0,0.0,37.0,1.0
-73.96693,2.0,0.0,1.0,0.0,8.0,2.0
-73.99811,17.0,17.0,1.0,38.0,102.0,0.0
-73.96647,28.0,4.0,49.0,253.0,1.0,1.0
-73.94768,7.0,0.0,1.0,0.0,20.0,1.0
-73.95283,2.0,3.0,1.0,0.0,12.0,1.0
-74.00734,1.0,4.0,7.0,152.0,111.0,0.0
-73.9595,5.0,5.0,1.0,35.0,12.0,1.0
-73.98725,4.0,9.0,2.0,0.0,19.0,0.0
-73.99824,2.0,22.0,2.0,7.0,7.0,0.0
-73.96719,1.0,2.0,1.0,0.0,8.0,1.0
-73.95022,14.0,1.0,1.0,0.0,20.0,1.0
-73.98715,1.0,67.0,1.0,185.0,23.0,1.0
-73.97786,1.0,5.0,1.0,0.0,19.0,0.0
-73.98871,3.0,2.0,1.0,0.0,19.0,1.0
-73.99633,30.0,0.0,1.0,167.0,14.0,1.0
-73.99767,5.0,7.0,2.0,90.0,27.0,1.0
-73.9458,2.0,91.0,2.0,101.0,20.0,1.0
-73.9822,14.0,0.0,1.0,0.0,8.0,1.0
-73.96144,3.0,0.0,3.0,0.0,12.0,0.0
-73.96197,6.0,0.0,1.0,18.0,12.0,0.0
-73.93234,7.0,11.0,1.0,0.0,15.0,0.0
-74.00671,15.0,2.0,1.0,0.0,43.0,1.0
-73.98344,2.0,47.0,1.0,13.0,1.0,1.0
-73.93092,2.0,43.0,1.0,8.0,25.0,0.0
-73.97495,7.0,0.0,1.0,0.0,5.0,0.0
-74.01266,5.0,2.0,4.0,364.0,43.0,0.0
-73.95882,2.0,9.0,2.0,46.0,12.0,0.0
-73.93449,1.0,5.0,1.0,66.0,25.0,0.0
-73.92514,4.0,30.0,1.0,286.0,6.0,0.0
-73.9941,3.0,10.0,1.0,206.0,7.0,1.0
-73.94288,3.0,0.0,1.0,0.0,4.0,0.0
-73.94791,1.0,1.0,1.0,0.0,28.0,0.0
-73.95248,30.0,0.0,1.0,99.0,28.0,1.0
-73.95191,7.0,25.0,1.0,16.0,20.0,0.0
-73.9199,2.0,31.0,2.0,273.0,21.0,0.0
-74.13113,1.0,17.0,1.0,0.0,122.0,0.0
-73.93038,2.0,38.0,2.0,307.0,6.0,0.0
-73.97448,2.0,4.0,327.0,130.0,5.0,1.0
-73.96116,3.0,12.0,1.0,19.0,3.0,1.0
-74.00765,2.0,0.0,1.0,74.0,14.0,1.0
-73.94938,1.0,43.0,1.0,0.0,20.0,1.0
-73.95492,1.0,0.0,1.0,0.0,28.0,0.0
-73.93715,1.0,5.0,1.0,0.0,6.0,1.0
-73.98781,7.0,100.0,1.0,235.0,7.0,1.0
-73.98777,2.0,23.0,3.0,363.0,10.0,0.0
-73.94969,31.0,24.0,1.0,149.0,2.0,1.0
-73.92368,1.0,9.0,1.0,0.0,21.0,0.0
-73.88667,1.0,202.0,1.0,143.0,83.0,1.0
-73.96067,2.0,1.0,1.0,0.0,3.0,1.0
-73.96008,2.0,0.0,1.0,13.0,6.0,1.0
-73.8184,1.0,50.0,3.0,87.0,143.0,0.0
-73.95181,1.0,14.0,5.0,81.0,54.0,0.0
-73.95203,20.0,9.0,1.0,300.0,2.0,0.0
-73.93037,1.0,7.0,1.0,1.0,18.0,1.0
-73.93556,2.0,3.0,3.0,174.0,15.0,0.0
-73.9011,2.0,65.0,1.0,171.0,44.0,1.0
-73.91939,3.0,63.0,1.0,354.0,6.0,1.0
-73.95246,6.0,2.0,1.0,0.0,20.0,1.0
-73.98956,29.0,7.0,2.0,312.0,38.0,1.0
-73.954,1.0,0.0,1.0,0.0,25.0,1.0
-73.99284,4.0,7.0,1.0,0.0,9.0,1.0
-73.99184,1.0,0.0,1.0,2.0,7.0,1.0
-73.98288,1.0,0.0,5.0,317.0,19.0,0.0
-73.91942,3.0,71.0,2.0,2.0,21.0,0.0
-73.95927,3.0,13.0,1.0,298.0,6.0,0.0
-74.01005,2.0,76.0,1.0,0.0,43.0,1.0
-73.95036,3.0,82.0,1.0,284.0,24.0,1.0
-73.88552,2.0,30.0,1.0,327.0,144.0,1.0
-73.98848,4.0,50.0,1.0,198.0,7.0,1.0
-73.98913,1.0,3.0,1.0,0.0,8.0,0.0
-73.99233,2.0,11.0,1.0,0.0,9.0,0.0
-73.9883,1.0,0.0,1.0,0.0,19.0,0.0
-73.90374,1.0,14.0,1.0,272.0,44.0,0.0
-73.99737,10.0,4.0,1.0,0.0,7.0,1.0
-73.91447,4.0,0.0,2.0,0.0,21.0,0.0
-73.93599,2.0,21.0,1.0,0.0,6.0,0.0
-73.98732,29.0,0.0,1.0,269.0,23.0,1.0
-73.99909,3.0,8.0,1.0,0.0,7.0,1.0
-73.9816,3.0,19.0,1.0,0.0,19.0,1.0
-73.99205,4.0,26.0,1.0,278.0,7.0,0.0
-73.98933,3.0,16.0,1.0,0.0,50.0,1.0
-73.97878,2.0,4.0,1.0,0.0,16.0,1.0
-73.94864,1.0,15.0,1.0,67.0,25.0,0.0
-73.9354,1.0,130.0,4.0,69.0,6.0,0.0
-73.94499,30.0,0.0,2.0,95.0,2.0,1.0
-73.89415,3.0,14.0,1.0,197.0,144.0,0.0
-73.99298,1.0,8.0,1.0,30.0,7.0,0.0
-74.00105,6.0,1.0,1.0,0.0,60.0,1.0
-73.95591,5.0,8.0,1.0,0.0,2.0,1.0
-73.91788,2.0,93.0,1.0,142.0,21.0,1.0
-73.95107,3.0,6.0,1.0,0.0,12.0,0.0
-74.00723,2.0,269.0,2.0,167.0,11.0,1.0
-73.94282,1.0,7.0,4.0,176.0,30.0,0.0
-73.94108,1.0,1.0,2.0,0.0,30.0,0.0
-73.94507,4.0,0.0,2.0,4.0,12.0,1.0
-73.95175,3.0,0.0,1.0,129.0,54.0,0.0
-74.00991,2.0,6.0,1.0,19.0,77.0,1.0
-73.94583,2.0,27.0,2.0,96.0,6.0,1.0
-73.95328,14.0,0.0,1.0,0.0,12.0,0.0
-73.97605,2.0,0.0,3.0,324.0,26.0,2.0
-73.98645,1.0,1.0,1.0,0.0,23.0,0.0
-73.9586,5.0,6.0,1.0,64.0,12.0,0.0
-73.95254,2.0,0.0,1.0,0.0,20.0,0.0
-73.95509,2.0,22.0,3.0,5.0,20.0,1.0
-73.91387,30.0,61.0,3.0,224.0,56.0,1.0
-73.95589,30.0,0.0,6.0,364.0,2.0,0.0
-73.9554,2.0,107.0,1.0,269.0,20.0,0.0
-74.00704,2.0,43.0,1.0,25.0,14.0,1.0
-73.96732,2.0,0.0,1.0,6.0,3.0,1.0
-73.99045,2.0,0.0,3.0,7.0,7.0,0.0
-73.94994,5.0,120.0,1.0,193.0,6.0,1.0
-73.99682,3.0,10.0,1.0,9.0,53.0,1.0
-73.99893,2.0,4.0,1.0,146.0,52.0,0.0
-73.8817,7.0,4.0,3.0,21.0,81.0,0.0
-73.95508,30.0,242.0,1.0,102.0,12.0,1.0
-74.00138,2.0,6.0,1.0,19.0,11.0,1.0
-74.00438,3.0,2.0,1.0,10.0,11.0,1.0
-73.94654,10.0,0.0,1.0,359.0,6.0,0.0
-73.98714,2.0,19.0,1.0,68.0,7.0,1.0
-73.98789,1.0,22.0,3.0,91.0,23.0,0.0
-73.97499,1.0,28.0,1.0,21.0,0.0,0.0
-73.96872,3.0,6.0,1.0,0.0,3.0,1.0
-73.97667,3.0,4.0,1.0,0.0,8.0,1.0
-73.92947,31.0,0.0,3.0,365.0,54.0,0.0
-74.01094,2.0,10.0,5.0,186.0,79.0,0.0
-73.87996,5.0,37.0,1.0,263.0,70.0,1.0
-74.00834,3.0,12.0,5.0,107.0,43.0,1.0
-73.96337,3.0,124.0,1.0,158.0,3.0,1.0
-73.98838,4.0,2.0,1.0,0.0,10.0,1.0
-73.96378,2.0,25.0,4.0,0.0,22.0,0.0
-73.93297,4.0,20.0,1.0,228.0,30.0,1.0
-73.99154,180.0,29.0,2.0,0.0,7.0,1.0
-73.92023,7.0,0.0,1.0,0.0,56.0,0.0
-73.91182,1.0,9.0,3.0,132.0,44.0,1.0
-73.90939,1.0,202.0,1.0,0.0,138.0,0.0
-73.95075,2.0,19.0,1.0,0.0,12.0,1.0
-73.97913,5.0,41.0,2.0,219.0,16.0,1.0
-73.9986,3.0,9.0,1.0,13.0,14.0,1.0
-73.9445,1.0,13.0,2.0,6.0,4.0,0.0
-74.00195,3.0,1.0,1.0,169.0,52.0,1.0
-73.9383,2.0,6.0,1.0,49.0,20.0,1.0
-73.90994,5.0,1.0,1.0,250.0,21.0,0.0
-73.95501,3.0,35.0,2.0,0.0,12.0,0.0
-73.95144,29.0,2.0,1.0,0.0,2.0,0.0
-73.94926,3.0,0.0,1.0,0.0,20.0,1.0
-73.81317,2.0,54.0,4.0,174.0,37.0,0.0
-73.98514,7.0,37.0,1.0,97.0,7.0,1.0
-73.96393,3.0,10.0,1.0,0.0,45.0,1.0
-73.96443,5.0,5.0,1.0,0.0,12.0,1.0
-73.94821,2.0,8.0,1.0,0.0,12.0,0.0
-73.99644,29.0,0.0,327.0,334.0,7.0,1.0
-73.97943,3.0,27.0,1.0,40.0,1.0,1.0
-73.98223,1.0,2.0,4.0,0.0,19.0,0.0
-73.98797,2.0,0.0,4.0,0.0,19.0,1.0
-73.90961,2.0,42.0,1.0,0.0,21.0,0.0
-73.98796,1.0,4.0,1.0,0.0,7.0,1.0
-74.08716,4.0,30.0,7.0,342.0,110.0,0.0
-73.98629,300.0,1.0,1.0,89.0,1.0,0.0
-73.94952,2.0,4.0,2.0,76.0,2.0,0.0
-73.92489,3.0,0.0,1.0,109.0,56.0,1.0
-73.81347,1.0,0.0,4.0,175.0,62.0,1.0
-73.96549,1.0,2.0,1.0,37.0,8.0,1.0
-74.03145,5.0,0.0,1.0,15.0,90.0,1.0
-73.98796,4.0,2.0,1.0,0.0,38.0,1.0
-73.94298,3.0,3.0,1.0,0.0,12.0,1.0
-74.00984,2.0,13.0,1.0,18.0,77.0,1.0
-73.95322,3.0,4.0,1.0,63.0,28.0,1.0
-73.96233,5.0,3.0,1.0,0.0,22.0,1.0
-73.97949,1.0,0.0,1.0,188.0,19.0,0.0
-73.99349,1.0,4.0,1.0,0.0,79.0,0.0
-73.91364,4.0,10.0,1.0,97.0,56.0,1.0
-73.96723,3.0,23.0,1.0,87.0,8.0,0.0
-73.94531,7.0,102.0,2.0,173.0,25.0,0.0
